,Year,AFG,AHO,ALB,ALG,AND,ANG,ANT,ANZ,ARG,ARM,ARU,AUS,AUT,AZE,BAH,BAR,BDI,BEL,BEN,BER,BIH,BIZ,BLR,BOH,BOT,BRA,BRN,BUL,BUR,CAM,CAN,CAY,CGO,CHI,CHN,CIV,CMR,COD,COK,COL,CRC,CRO,CRT,CUB,CYP,CZE,DEN,DJI,DMA,DOM,ECU,EGY,ERI,ESA,ESP,EST,ETH,EUN,FIJ,FIN,FRA,FRG,FSM,GAB,GAM,GBR,GDR,GEO,GER,GHA,GRE,GRN,GUA,GUI,GUM,GUY,HAI,HKG,HON,HUN,INA,IND,IOA,IRI,IRL,IRQ,ISL,ISR,ISV,ITA,IVB,JAM,JOR,JPN,KAZ,KEN,KGZ,KIR,KOR,KOS,KSA,KUW,LAT,LBA,LBR,LES,LIB,LIE,LTU,LUX,MAD,MAL,MAR,MAS,MAW,MDA,MEX,MGL,MHL,MKD,MLT,MNE,MON,MOZ,MRI,MTN,MYA,NAM,NCA,NED,NEP,NGR,NIG,NOR,NRU,NZL,OMA,PAK,PAN,PAR,PER,PHI,PLE,PNG,POL,POR,PRK,PUR,QAT,RHO,ROT,ROU,RSA,RUS,RWA,SAA,SAM,SCG,SEN,SGP,SKN,SLE,SLO,SMR,SOL,SRB,SRI,SUD,SUI,SUR,SVK,SWE,SWZ,SYR,TAN,TCH,TGA,THA,TJK,TOG,TPE,TTO,TUN,TUR,UAE,UAR,UGA,UKR,URS,URU,USA,UZB,VEN,VIE,VIN,WIF,YAR,YEM,YUG,ZAM,ZIM
30,1968,0,0,0,0,0,0,0,0,2,0,0,51,20,0,0,0,0,3,0,0,0,0,0,0,0,4,0,26,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,12,36,61,0,0,0,19,58,0,0,0,1,0,0,0,0,0,0,0,0,81,0,16,0,5,0,0,0,0,0,41,0,1,0,63,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,28,0,7,0,13,0,0,0,0,0,0,37,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,25,0,0,0,50,0,0,0,0,1,0,2,2,0,0,2,0,228,0,172,0,1,0,0,0,0,0,29,0,0
24,1972,0,0,0,0,0,0,0,0,1,0,0,20,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,22,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,22,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,20,25,111,0,0,0,29,171,0,0,1,2,0,0,0,0,0,0,0,0,81,0,14,0,3,0,0,0,0,0,34,0,1,0,58,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,25,0,14,0,15,0,0,0,0,0,0,47,0,15,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,26,0,0,0,48,0,0,0,0,0,0,1,1,0,0,2,0,258,0,194,0,0,0,0,0,0,0,18,0,0
31,1976,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,0,0,9,0,1,0,0,0,0,0,3,0,39,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,22,21,110,0,0,0,33,225,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,2,0,0,0,0,0,35,0,2,0,41,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,16,0,25,0,16,0,0,0,0,0,0,73,2,2,1,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,0,0,34,0,1,0,0,0,1,0,0,0,0,0,0,341,0,175,0,1,0,0,0,0,0,19,0,0
19,1980,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,0,0,0,0,0,9,0,90,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,24,0,4,0,0,21,30,8,0,0,0,48,302,0,0,0,5,0,0,0,0,1,0,0,0,63,0,16,0,0,3,0,0,0,0,40,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,50,0,5,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,43,0,0,2,50,0,0,0,0,0,0,0,0,0,0,1,0,492,0,30,0,1,0,0,0,0,0,57,0,15
20,1984,0,0,0,2,0,0,0,0,0,0,0,52,4,0,0,0,0,5,0,0,0,0,0,0,0,36,0,0,0,0,89,0,0,0,74,1,1,0,0,1,0,0,0,0,0,0,13,0,0,1,0,1,0,0,19,0,0,0,0,31,70,166,0,0,0,73,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,65,0,7,0,50,0,3,0,0,41,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,0,5,0,19,0,23,0,16,0,0,1,0,0,0,0,3,0,2,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,64,0,1,0,28,0,1,0,0,1,0,0,3,0,0,0,0,56,0,360,0,3,0,0,0,0,0,88,1,0
10,1988,0,1,0,0,0,0,0,0,13,0,0,35,13,0,0,0,0,2,0,0,0,0,0,0,0,23,0,41,0,0,28,0,0,1,52,0,0,0,0,1,1,0,0,0,0,0,7,1,0,0,0,0,0,0,5,0,0,0,0,38,31,129,0,0,0,54,213,0,0,0,1,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,0,0,1,37,0,7,0,21,0,9,0,0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,33,0,24,0,1,0,0,12,1,0,0,21,1,0,0,0,0,0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,1,0,46,0,0,0,16,0,1,0,0,0,0,0,2,0,0,0,0,363,0,214,0,0,0,0,0,0,0,69,0,0
1,1992,0,0,0,2,0,0,0,0,2,0,0,57,35,0,1,0,0,3,0,0,0,0,0,0,0,14,0,17,0,0,80,0,0,0,84,0,0,0,0,1,0,15,0,69,0,0,14,0,0,0,0,0,0,0,70,3,3,274,0,20,69,0,0,0,0,49,0,0,235,20,2,0,0,0,0,0,0,0,0,45,6,0,3,3,2,0,0,2,0,66,0,4,0,59,0,8,0,0,56,0,0,0,3,0,0,0,0,0,13,2,0,0,3,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,37,0,11,0,47,0,16,0,16,0,0,1,1,0,0,46,0,10,1,1,0,0,53,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,1,0,42,0,0,0,35,0,1,0,0,20,0,0,6,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0
6,1994,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0,0,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,10,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0
11,1996,0,0,0,3,0,0,0,0,20,2,0,130,3,1,5,0,1,6,0,0,0,0,23,0,0,62,0,20,0,0,50,0,0,0,105,0,0,0,0,0,1,28,0,55,0,13,23,0,0,0,1,0,0,0,66,0,3,0,0,4,51,0,0,0,0,26,0,2,124,0,8,0,0,0,0,0,0,1,0,43,6,1,0,3,4,0,0,1,0,71,0,16,0,42,11,8,0,0,66,0,0,0,1,0,0,0,0,0,11,0,0,0,2,3,0,3,1,1,0,0,0,0,0,1,0,0,0,2,0,73,0,24,0,23,0,9,0,0,0,0,0,1,0,0,22,3,5,1,0,0,0,38,5,115,0,0,0,26,0,0,0,0,2,0,0,0,0,0,11,0,3,31,0,1,0,0,1,2,0,0,1,2,1,6,0,0,1,34,0,0,258,2,0,0,0,0,0,0,0,1,0
29,1998,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,49,0,0,0,14,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,58,15,0,0,0,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,13,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0
16,2000,0,0,0,5,0,0,0,0,20,1,0,182,4,3,10,1,0,6,0,0,0,0,22,0,0,47,0,13,0,0,31,0,0,17,75,0,18,0,0,1,2,10,0,65,0,9,25,0,0,0,0,0,0,0,42,3,8,0,0,5,66,0,0,0,0,54,0,6,116,0,18,0,0,0,0,0,0,0,0,52,8,1,0,4,1,0,1,1,0,65,0,23,0,43,7,7,1,0,73,0,2,1,3,0,0,0,0,0,17,0,0,0,5,0,0,2,6,0,0,1,0,0,0,1,0,0,0,0,0,79,0,8,0,41,0,4,0,0,0,0,0,0,0,0,24,2,4,0,1,0,0,46,5,186,0,0,0,25,0,0,0,0,3,0,0,0,1,0,14,0,6,32,0,0,0,0,0,3,0,0,5,2,0,5,0,0,0,35,0,1,241,4,0,1,0,0,0,0,0,0,0
7,2002,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,72,0,0,0,16,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,13,15,0,0,0,0,6,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
18,2004,0,0,0,0,0,0,0,0,49,0,0,156,8,5,2,0,0,3,0,0,0,0,15,0,0,39,0,17,0,0,17,0,0,4,94,0,1,0,0,2,0,21,0,61,0,13,29,0,0,1,0,5,1,0,30,3,7,0,0,2,51,0,0,0,0,57,0,4,149,0,31,0,0,0,0,0,0,2,0,40,5,1,0,6,0,0,0,2,0,104,0,13,0,93,8,7,0,0,51,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,77,0,8,0,7,0,6,0,0,0,17,0,0,0,0,12,3,4,0,0,0,0,39,10,189,0,0,0,13,0,0,0,0,5,0,0,0,0,0,7,0,10,12,0,1,0,0,0,8,0,0,9,1,0,11,1,0,0,47,0,0,262,5,2,0,0,0,0,0,0,0,3
8,2006,0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,68,0,0,0,13,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,41,15,0,0,0,0,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,52,0,0,0,0,0,0,0,0,0,0
9,2008,1,0,0,2,0,0,0,0,51,6,0,149,3,7,7,0,0,5,0,0,0,0,28,0,0,77,0,5,0,0,35,0,0,1,183,0,1,0,0,2,0,5,0,47,0,7,19,0,0,2,1,1,0,0,70,3,7,0,0,5,77,0,0,0,0,80,0,6,99,0,7,0,0,0,0,0,0,0,0,27,7,3,0,2,3,0,14,1,0,42,0,14,0,51,13,14,2,0,75,0,0,0,3,0,0,0,0,0,5,0,0,0,2,1,0,1,4,4,0,0,0,0,0,0,1,0,0,0,0,61,0,23,0,22,0,15,0,0,1,0,0,0,0,0,20,2,6,0,0,0,0,21,1,142,0,0,0,0,0,3,0,0,5,0,0,15,0,1,11,0,10,7,0,0,0,0,0,4,2,1,4,6,1,7,0,0,0,31,0,0,315,6,1,1,0,0,0,0,0,0,4
32,2010,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,89,0,0,0,18,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,47,14,0,0,0,0,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,1,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
17,2012,1,0,0,1,0,0,0,0,19,3,0,112,0,10,4,0,0,3,0,0,0,0,23,0,1,59,1,2,0,0,53,0,0,0,122,0,0,0,0,8,0,35,0,14,1,14,16,0,0,2,0,2,0,0,63,2,7,0,0,5,82,0,0,1,0,125,0,7,94,0,3,1,1,0,0,0,0,1,0,26,2,6,0,12,5,0,0,0,0,68,0,25,0,84,12,11,0,0,61,0,4,1,3,0,0,0,0,0,5,0,0,0,1,2,0,2,24,5,0,0,0,13,0,0,0,0,0,0,0,69,0,0,0,17,0,27,0,0,0,0,0,0,0,0,12,2,6,2,2,0,0,16,9,137,0,0,0,0,0,4,0,0,5,0,0,16,0,0,4,0,5,22,0,0,0,0,0,3,1,0,2,10,3,5,0,0,1,25,0,0,244,3,1,0,0,0,0,0,0,0,0
3,2014,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,85,0,0,0,12,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,0,0,0,0,10,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,1,0,0,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,36,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,8,0,0,0,0,0,30,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,64,0,0,0,0,0,0,0,0,0,0
15,2016,0,0,0,2,0,0,0,0,22,4,0,81,2,18,6,0,1,21,0,0,0,0,12,0,0,50,2,7,0,0,69,0,0,0,112,2,0,0,0,8,0,24,0,11,0,15,41,0,0,1,0,3,0,0,45,4,8,0,13,1,96,0,0,0,0,144,0,7,154,0,7,1,0,0,0,0,0,0,0,21,4,2,2,8,3,0,0,2,0,72,0,30,1,64,18,13,0,0,26,1,0,0,0,0,0,0,0,0,7,0,0,0,1,8,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,46,0,18,1,18,0,36,0,0,0,0,0,1,0,0,16,1,7,1,1,0,0,16,23,115,0,0,0,0,0,1,0,0,4,0,0,54,0,0,11,0,8,27,0,0,0,0,0,6,1,0,5,1,3,8,1,0,0,15,0,0,262,13,3,2,0,0,0,0,0,0,0
